id,file_name,audio_path,gender,audio_duration,reference_raw,reference_normalized,prediction_raw,inference_time,rtf,status,error
1665,466644751881095535.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/466644751881095535.wav,MALE,15.66,این سند بر اساس این درز اطلاعاتی است و به اختلاف مرزی مربوط می‌شود، که در آن فلسطین خواستار مرزبندی طبق شرایط قبل از جنگ شش‌روزه 1967 است.,این سند بر اساس این درز اطلاعاتی است و به اختلاف مرزی مربوط می‌شود که در آن فلسطین خواستار مرزبندی طبق شرایط قبل از جنگ شش‌روزه ۱۹۶۷ است,این سند بر اساس این درز اطلاعاتی است و به اختلاف مرزی مرگود می شود که در آن فلسطین خاصتار مرزبندی تق شرایط قبل از جنگ شش روزه 1967 است.,4.279498327000056,0.2732757552362743,ok,
1666,2687648082432138957.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/2687648082432138957.wav,MALE,19.32,همچنین ممکن است بخواهید از توصیه‌های دولت‌های دیگر به جز دولت خودتان استفاده کنید، اما توصیه آنها برای شهروندان خودشان طراحی شده است.,همچنین ممکن است بخواهید از توصیه‌های دولت‌های دیگر به جز دولت خودتان استفاده کنید اما توصیه آنها برای شهروندان خودشان طراحی شده است,همچنین ممکن است بخواهید از توصیه های دولت های دیگر به جز دولت خودتان استفاده کنید اما توصیه آنها برای شهروندان خودشان تراحی شده است,5.595256771999857,0.28960956376810854,ok,
1666,3074251357649727857.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/3074251357649727857.wav,MALE,18.24,همچنین ممکن است بخواهید از توصیه‌های دولت‌های دیگر به جز دولت خودتان استفاده کنید، اما توصیه آنها برای شهروندان خودشان طراحی شده است.,همچنین ممکن است بخواهید از توصیه‌های دولت‌های دیگر به جز دولت خودتان استفاده کنید اما توصیه آنها برای شهروندان خودشان طراحی شده است,همچنین ممکن است بخوایید از توصیه های دولت های دیگر بجز دولت خواهدان استفاده کنید اما توصیه آنها برای شهروندار خونشان تهراهی شده است,5.705584004000002,0.3128061405701756,ok,
1667,13218673399477936617.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/13218673399477936617.wav,MALE,14.16,بطور کلی، وقتی مدیران شروع به رهبری همکاران سابق خود می‌کنند دو رفتار پدیدار می‌شود. یک سر طیف تلاش می‌کند «یکی از رفقا» باقی بماند.,بطور کلی وقتی مدیران شروع به رهبری همکاران سابق خود می‌کنند دو رفتار پدیدار می‌شود یک سر طیف تلاش می‌کند یکی از رفقا باقی بماند,به طور کلی، وقتی مدیران شروع به رهبری همکاران سابق خود می کنند، دو رفتار پدیدار می شود. یک سر تیف تلاش می کنند، یکی از رفاقه باقی بماند.,4.067736996999884,0.28726956193502,ok,
1667,4198763617083086272.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/4198763617083086272.wav,MALE,17.22,بطور کلی، وقتی مدیران شروع به رهبری همکاران سابق خود می‌کنند دو رفتار پدیدار می‌شود. یک سر طیف تلاش می‌کند «یکی از رفقا» باقی بماند.,بطور کلی وقتی مدیران شروع به رهبری همکاران سابق خود می‌کنند دو رفتار پدیدار می‌شود یک سر طیف تلاش می‌کند یکی از رفقا باقی بماند,به طور کلی وقتی مدیران شروع به رهبری همکاران سابق خود می کنند دو رفتار پدیدار می شود یک سر تیف تلاش می کنند یکی از رفقا باقی بماند,3.908096891000241,0.2269510389663322,ok,
1667,9649890637694234980.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/9649890637694234980.wav,MALE,19.68,بطور کلی، وقتی مدیران شروع به رهبری همکاران سابق خود می‌کنند دو رفتار پدیدار می‌شود. یک سر طیف تلاش می‌کند «یکی از رفقا» باقی بماند.,بطور کلی وقتی مدیران شروع به رهبری همکاران سابق خود می‌کنند دو رفتار پدیدار می‌شود یک سر طیف تلاش می‌کند یکی از رفقا باقی بماند,به طور کلی وقتی مدیران شروع به رهبری همکاران سابقه خود می کنند دو رفتار پدیدار می شوند یک سر تیف تلاش می کنند یکی از رفقا باقی بماند,4.915038209000159,0.2497478764735853,ok,
1668,16719074707710737504.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/16719074707710737504.wav,MALE,14.4,خرید کارت بازی که امکان ورود به منتخبی از پارکهای آفریقای جنوبی یا همه پارکهای ملی آفریقای جنوبی را فراهم می کند، می‌تواند مفید باشد.,خرید کارت بازی که امکان ورود به منتخبی از پارکهای آفریقای جنوبی یا همه پارکهای ملی آفریقای جنوبی را فراهم می کند می‌تواند مفید باشد,خرید کارت بازی که امکان ورود به منتخبی از پارکای آفریقای جنوبی یا همه پارکای ملی آفریقای جنوبی را فراهم می کند، می تواند مفید باشد.,4.812565431999701,0.334205932777757,ok,
1668,4585812261212295764.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/4585812261212295764.wav,MALE,13.98,خرید کارت بازی که امکان ورود به منتخبی از پارکهای آفریقای جنوبی یا همه پارکهای ملی آفریقای جنوبی را فراهم می کند، می‌تواند مفید باشد.,خرید کارت بازی که امکان ورود به منتخبی از پارکهای آفریقای جنوبی یا همه پارکهای ملی آفریقای جنوبی را فراهم می کند می‌تواند مفید باشد,خرید کارت بازی که امکان ورود به منتخبی از پارکای آفریقا جنوبی یا همه پارکای ملی آفریقا جنوبی را فراهم می کند، می تواند مفید باشد.,3.7131164940001327,0.2656020381974344,ok,
1668,5808216211607846441.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/5808216211607846441.wav,MALE,15.6,خرید کارت بازی که امکان ورود به منتخبی از پارکهای آفریقای جنوبی یا همه پارکهای ملی آفریقای جنوبی را فراهم می کند، می‌تواند مفید باشد.,خرید کارت بازی که امکان ورود به منتخبی از پارکهای آفریقای جنوبی یا همه پارکهای ملی آفریقای جنوبی را فراهم می کند می‌تواند مفید باشد,خرید کارت بازی که امکان ورود به منتخبی از پارکای آفریقای جنوبی یا همه پارکای ملی آفریقای جنوبی را فرهم می کند می تواند مفید باشد,3.8604757910002254,0.2474663968589888,ok,
1670,17695660716164952549.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/17695660716164952549.wav,MALE,38.22,به گفته «گلن کوشینگ» از ارزیابی جغرافیایی ایالات متحده (USGS) تیم نجوم دانشگاه آریزونای شمالی واقع در فلگستف آریزونا: «رفتار دمایی آنها به پایداری غارهای بزرگ روی کره زمین نیست که در آنها اغلب دمای نسبتاً ثابت حفظ می‌شود، ولی شبیه به چاله‌های عمیق در زمین می‌باشد،»,به گفته «گلن کوشینگ» از ارزیابی جغرافیایی ایالات متحده usgs تیم نجوم دانشگاه آریزونای شمالی واقع در فلگستف آریزونا: «رفتار دمایی آنها به پایداری غارهای بزرگ روی کره زمین نیست که در آنها اغلب دمای نسبتاً ثابت حفظ می‌شود، ولی شبیه به چاله‌های عمیق در زمین می‌باشد،»,تیم نجوم دانشگاه آریزونا شمالی واقع در فلگستف آریزونا رفتار دمایی آنها به پایداری غارهای USGS به گفته گولن کوشینگ از ارزیابی جغرافیایی ایالات متحده بزرگ روی کوری زمین نیست که در آنها اغلب دمایی نسبتاً ثابت حفظ می شود ولی شبیه به چاله های امیغ در زمین می باشد,17.47974658499993,0.4573455412087894,ok,
1672,3582052263785839215.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/3582052263785839215.wav,MALE,13.32,مراقب باشید نگذارید پارچه خیلی داغ شود (که می‌تواند باعث آب‌رفتن یا در حالت بدتر باعث سوختگی شود).,مراقب باشید نگذارید پارچه خیلی داغ شود که می‌تواند باعث آب‌رفتن یا در حالت بدتر باعث سوختگی شود,مراقب باشید نگذارید پارچه خیلی داخ شود که می تواند باعث آب رفتن یا در حالت بدتر باعث سختگی شود,3.4421106390000205,0.2584167146396411,ok,
1672,3825095966174821841.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/3825095966174821841.wav,MALE,11.64,مراقب باشید نگذارید پارچه خیلی داغ شود (که می‌تواند باعث آب‌رفتن یا در حالت بدتر باعث سوختگی شود).,مراقب باشید نگذارید پارچه خیلی داغ شود که می‌تواند باعث آب‌رفتن یا در حالت بدتر باعث سوختگی شود,مراقب باشید نگذارید پارچه خیلی داخت شود که میتواند باعث آب رفتن یا در حالت بدتر باعث سختگی شود.,2.952464300000429,0.2536481357388684,ok,
1672,5028973224854083573.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/5028973224854083573.wav,MALE,14.34,مراقب باشید نگذارید پارچه خیلی داغ شود (که می‌تواند باعث آب‌رفتن یا در حالت بدتر باعث سوختگی شود).,مراقب باشید نگذارید پارچه خیلی داغ شود که می‌تواند باعث آب‌رفتن یا در حالت بدتر باعث سوختگی شود,مراقب باشید نگذارید پارچه خیلی داخت شود که میتواند باعث آب رفتن یا در حالت بدتر باعث سختهی شود,3.6035578860000896,0.2512941343096296,ok,
1673,12015234085047654356.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/12015234085047654356.wav,MALE,14.64,در خلال جنگ انقلابی، نخست سیزده ایالت تحت اصول کنفدراسیون یک دولت مرکزی ضعیف را تشکیل دادند - که کنگره تنها مؤلفه آن بود.,در خلال جنگ انقلابی نخست سیزده ایالت تحت اصول کنفدراسیون یک دولت مرکزی ضعیف را تشکیل دادند که کنگره تنها مؤلفه آن بود,در خلال جنگ انقلابی، نخست 13 ایالت تحت اصول کوندفدراسیون یک دولت مرکزی زعیف را تشکیل دادن که کنگره تنها معلفه آن بود.,3.704759061000004,0.2530573129098363,ok,
1673,5009982406857898818.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/5009982406857898818.wav,MALE,21.0,در خلال جنگ انقلابی، نخست سیزده ایالت تحت اصول کنفدراسیون یک دولت مرکزی ضعیف را تشکیل دادند - که کنگره تنها مؤلفه آن بود.,در خلال جنگ انقلابی نخست سیزده ایالت تحت اصول کنفدراسیون یک دولت مرکزی ضعیف را تشکیل دادند که کنگره تنها مؤلفه آن بود,در خلال جنگ انقلابی، نخست 13 ایالت تحت اصول کنفدراسیون یک دولت مرکزی ضعیف را تشکیل دادند، که کنگره تنها معلفه آن بود.,4.858196342000156,0.2313426829523883,ok,
1673,7215621899536317873.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/7215621899536317873.wav,MALE,14.22,در خلال جنگ انقلابی، نخست سیزده ایالت تحت اصول کنفدراسیون یک دولت مرکزی ضعیف را تشکیل دادند - که کنگره تنها مؤلفه آن بود.,در خلال جنگ انقلابی نخست سیزده ایالت تحت اصول کنفدراسیون یک دولت مرکزی ضعیف را تشکیل دادند که کنگره تنها مؤلفه آن بود,در خلال جنگ انقلابی، نخوص 13 ایالت تحت اصول کنفدراسیون یک دولت مرکزی زعیف را تشکیل دادن که کنگریت تنها معلفه آن بود.,3.631925341000169,0.2554096582981834,ok,
1674,11976195163810780883.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/11976195163810780883.wav,MALE,10.2,در برخی از مناطق جوشاندن آب برای یک دقیقه کافی است، و در برخی دیگر لازم است چند دقیقه جوشانده شود.,در برخی از مناطق جوشاندن آب برای یک دقیقه کافی است و در برخی دیگر لازم است چند دقیقه جوشانده شود,در برخی از مناطق جوشاندن آب برای یک دقیقه کافی است و در برخی دیگر لازم از چند دقیقه جوشانده شود,3.80975624299981,0.3735055140195893,ok,
1674,14712414682772869000.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/14712414682772869000.wav,MALE,12.0,در برخی از مناطق جوشاندن آب برای یک دقیقه کافی است، و در برخی دیگر لازم است چند دقیقه جوشانده شود.,در برخی از مناطق جوشاندن آب برای یک دقیقه کافی است و در برخی دیگر لازم است چند دقیقه جوشانده شود,در برخی از مناطق جوشاندن آب برای یک دقیقه کافی است و در برخی دیگر لازم از چند دقیقه جوشانده شود.,3.1211111059997165,0.260092592166643,ok,
1674,7803523127371118991.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/7803523127371118991.wav,MALE,11.46,در برخی از مناطق جوشاندن آب برای یک دقیقه کافی است، و در برخی دیگر لازم است چند دقیقه جوشانده شود.,در برخی از مناطق جوشاندن آب برای یک دقیقه کافی است و در برخی دیگر لازم است چند دقیقه جوشانده شود,در برخی از مناطق جوشندن آب برای یک دقیقه کافی است و در برخی دیگر لازم از چند دقیقه جوشنده شود,2.849482024000281,0.2486459008726248,ok,
1676,1093982408582500229.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/1093982408582500229.wav,MALE,10.92,مانند همه پارک های ملی آفریقای جنوبی، حفاظت روزانه و ورود به این پارک نیز مشمول هزینه است.,مانند همه پارک های ملی آفریقای جنوبی حفاظت روزانه و ورود به این پارک نیز مشمول هزینه است,مانند همه پارک های ملی آفریقای جنوبی، حفاظت روزانه و ورود به این پارک نیز مشمول هزینه است.,3.3183754350002346,0.3038805343406808,ok,
1676,16285656909392945270.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/16285656909392945270.wav,MALE,13.2,مانند همه پارک های ملی آفریقای جنوبی، حفاظت روزانه و ورود به این پارک نیز مشمول هزینه است.,مانند همه پارک های ملی آفریقای جنوبی حفاظت روزانه و ورود به این پارک نیز مشمول هزینه است,مانند همه پارک‌های ملی آفقای جنوبی، حفاظت روزانه و ورود به این پارک نیز مشمول هزینه است.,3.0727007360001157,0.2327803587878875,ok,
1676,7087592459980247670.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/7087592459980247670.wav,MALE,11.76,مانند همه پارک های ملی آفریقای جنوبی، حفاظت روزانه و ورود به این پارک نیز مشمول هزینه است.,مانند همه پارک های ملی آفریقای جنوبی حفاظت روزانه و ورود به این پارک نیز مشمول هزینه است,مانند همه پارک های ملی افریقای جنوبی، حفاظت روزانه و ورود به این پارک نیز مشمول حزینه است.,2.7441856250002274,0.2333491177721282,ok,
1677,15487043246089672936.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/15487043246089672936.wav,MALE,12.06,امروزه تنها حشراتی که نمی‌توانند بال‌های خود را به پشت جمع کنند سنجاقک‌ها و پشه‌های یک‌روزه هستند.,امروزه تنها حشراتی که نمی‌توانند بال‌های خود را به پشت جمع کنند سنجاقک‌ها و پشه‌های یک‌روزه هستند,امروز تنها هشراتی که نمیتوانند بالهای خود را به پشت جمع کنند، سنجاقک ها و پشه های یک روزه هستند.,3.683165148999251,0.3054034120231551,ok,
1677,4387502352237977110.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/4387502352237977110.wav,MALE,11.58,امروزه تنها حشراتی که نمی‌توانند بال‌های خود را به پشت جمع کنند سنجاقک‌ها و پشه‌های یک‌روزه هستند.,امروزه تنها حشراتی که نمی‌توانند بال‌های خود را به پشت جمع کنند سنجاقک‌ها و پشه‌های یک‌روزه هستند,امروز تنها هشراتی که نمیتوانند بالهای خود را به پشت جمع کنند سنجاقک ها و پشه های یک روزه هستند,3.0134518459999526,0.2602290022452463,ok,
1678,13913298771385991153.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/13913298771385991153.wav,MALE,20.58,الیور ساکس، در مقاله خود «سخنان رئیس جمهور»، نشان داد که چگونه افرادی که به دلیل آسیب مغزی قادر به درک گفتار نیستند، باز هم قادر هستند خلوص نیت را به طور دقیق ارزیابی کنند.,الیور ساکس در مقاله خود سخنان رئیس جمهور نشان داد که چگونه افرادی که به دلیل آسیب مغزی قادر به درک گفتار نیستند باز هم قادر هستند خلوص نیت را به طور دقیق ارزیابی کنند,اولیور ساکس در مقاله خود سخنان رئیس جمهور نشان داد که چگونه افرادی که به دلیل آسیب مغزی قادر به درک گفتار نیستند باز هم قادر هستند خلوص نیت را به طور دقیق ارزیابی کنند,4.961021868999978,0.241060343488823,ok,
1678,8621142678456319390.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/8621142678456319390.wav,MALE,22.86,الیور ساکس، در مقاله خود «سخنان رئیس جمهور»، نشان داد که چگونه افرادی که به دلیل آسیب مغزی قادر به درک گفتار نیستند، باز هم قادر هستند خلوص نیت را به طور دقیق ارزیابی کنند.,الیور ساکس در مقاله خود سخنان رئیس جمهور نشان داد که چگونه افرادی که به دلیل آسیب مغزی قادر به درک گفتار نیستند باز هم قادر هستند خلوص نیت را به طور دقیق ارزیابی کنند,اولیور ساکس در مقاله خود سخنان رئیس جمهور نشان داد که چگونه افرادی که به دلیل آسفه مغزی قادر به درک گفتار نیستند و اصلا قادر هستن خلوص نیت را به طور دقیق ارزیابی کند,5.163781838000432,0.2258872195100801,ok,
1679,14994285599449599638.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/14994285599449599638.wav,MALE,8.58,Aerosmith کنسرت‌های باقی مانده خود را در تور خود لغو کردند.,aerosmith کنسرت‌های باقی مانده خود را در تور خود لغو کردند,ارو اسمیت کنسرت های باقی مانده خود را در طور خود لخف کردند,1.9239635369999637,0.2242381744755202,ok,
1679,4869550964245830197.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/4869550964245830197.wav,MALE,12.06,Aerosmith کنسرت‌های باقی مانده خود را در تور خود لغو کردند.,aerosmith کنسرت‌های باقی مانده خود را در تور خود لغو کردند,ارو اسمیت کنسرت های باقی مانده خود را در طور خود لغف کردند.,1.9375598540000285,0.1606600210613622,ok,
1679,9173313093784473821.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/9173313093784473821.wav,MALE,11.52,Aerosmith کنسرت‌های باقی مانده خود را در تور خود لغو کردند.,aerosmith کنسرت‌های باقی مانده خود را در تور خود لغو کردند,ایرو اسمیت کنسرت های باقی مالده خود را در طور خود لغف کردند.,2.4572508870001,0.2133030283854253,ok,
1680,15155139158213712984.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/15155139158213712984.wav,MALE,24.9,ببر همانند یک ورزشکار شش‌دنگ، می‌تواند صعود کند (هرچند در این زمینه خیلی خوب نیست)، شنا کند، مسافت‌های طولانی را بپیماید و پنج برابر نیروی یک انسان قوی چیزی را بکشد.,ببر همانند یک ورزشکار شش‌دنگ، می‌تواند صعود کند هرچند در این زمینه خیلی خوب نیست، شنا کند، مسافت‌های طولانی را بپیماید و پنج برابر نیروی یک انسان قوی چیزی را بکشد,ببر هماننده یک ورزشکار ششدونگ میتواند سعود کند هرچند در این زمین خیلی خوب نیست شنا کند مسافت های طولانی را بپیماید و پنج برابر نیروی یک انسان قوی چیزی را بکشد,5.348060708999583,0.2147815545782965,ok,
