id,file_name,audio_path,gender,audio_duration,reference_raw,reference_normalized,prediction_raw,inference_time,rtf,status,error
1819,6764476906310917613.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/6764476906310917613.wav,MALE,17.16,چین باستان روش منحصربه‌فردی برای نشان دادن دوره‌های زمانی مختلف داشت؛ هر دوره زمانی از چین یا هر خانواده که قدرت را در دست داشت یک سلسله متمایز بود.,چین باستان روش منحصربه‌فردی برای نشان دادن دوره‌های زمانی مختلف داشت هر دوره زمانی از چین یا هر خانواده که قدرت را در دست داشت یک سلسله متمایز بود,چین باستان روش منحصربه‌فردی برای نشان دادن دوره‌های زمانی مختلف داشت هر دوره‌ی زمانی از چین یا هر خانواده که قدرت را در دست داشت یک سلسله متمایز بود,5.383449420000034,0.3137208286713306,ok,
1819,17836605114982821579.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/17836605114982821579.wav,MALE,16.62,چین باستان روش منحصربه‌فردی برای نشان دادن دوره‌های زمانی مختلف داشت؛ هر دوره زمانی از چین یا هر خانواده که قدرت را در دست داشت یک سلسله متمایز بود.,چین باستان روش منحصربه‌فردی برای نشان دادن دوره‌های زمانی مختلف داشت هر دوره زمانی از چین یا هر خانواده که قدرت را در دست داشت یک سلسله متمایز بود,چین باستان روش منحصربه‌فردی برای نشان دادن دوره‌های زمانی مختلف داشت هر دوره‌ی زمانی از چین یا هر خانوادهی قدرت را در دست داشت یک سلسله متمایز بود,5.624524977999954,0.3384190720818263,ok,
1836,4287080302605118283.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/4287080302605118283.wav,MALE,27.54,مردم از روزگار باستان عناصر شیمیایی بنیادی مثل طلا، نقره، و مس را می‌شناختند، زیرا همه این عناصر را می‌توان به شکل خالص در طبیعت یافت و استخراج آنها با ابزارهای ابتدایی نسبتاً ساده است.,مردم از روزگار باستان عناصر شیمیایی بنیادی مثل طلا نقره و مس را می‌شناختند زیرا همه این عناصر را می‌توان به شکل خالص در طبیعت یافت و استخراج آنها با ابزارهای ابتدایی نسبتاً ساده است,مردم از روزگار باستان عناصر شیمیایی بنیادی مثل طلا نقره و مس را می‌شناختند زیرا همه‌ی این عناصر را می‌توان به شکل خالص در طبیعت یافت و استخراج آنها با ابزارهایی ابتدایی نسبتا ساده است,8.993806457000119,0.32657249299201596,ok,
1836,11834677696459450950.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/11834677696459450950.wav,MALE,20.16,مردم از روزگار باستان عناصر شیمیایی بنیادی مثل طلا، نقره، و مس را می‌شناختند، زیرا همه این عناصر را می‌توان به شکل خالص در طبیعت یافت و استخراج آنها با ابزارهای ابتدایی نسبتاً ساده است.,مردم از روزگار باستان عناصر شیمیایی بنیادی مثل طلا نقره و مس را می‌شناختند زیرا همه این عناصر را می‌توان به شکل خالص در طبیعت یافت و استخراج آنها با ابزارهای ابتدایی نسبتاً ساده است,مردم از روزگار باستان عناصر شیمیایی بنیادی مثل طلا نقره و مس را می‌شناختند زیرا همه این عناصر را می‌توان به شکل خالص در طبیعت یافت و استخراج آنها با ابزارهایی ابتدایی نسبتا ساده است,6.872802169999886,0.34091280605158164,ok,
1990,1570948451025061520.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/1570948451025061520.wav,MALE,20.64,وبلاگ‌ها همچنین می‌توانند به پیشرفت مهارت نوشتن دانش‌آموز کمک کنند. گرچه دانش‌آموزان اغلب وبلاگ‌نویسی خود را با گرامر و املای درهم و برهم آغاز می‌کنند، حضور مخاطب عموماً در این موضوع تغییر ایجاد می‌کند.,وبلاگ‌ها همچنین می‌توانند به پیشرفت مهارت نوشتن دانش‌آموز کمک کنند گرچه دانش‌آموزان اغلب وبلاگ‌نویسی خود را با گرامر و املای درهم و برهم آغاز می‌کنند حضور مخاطب عموماً در این موضوع تغییر ایجاد می‌کند,وبلاگ‌ها همچنین می‌توانند به پیشرفت مهارت نوشتن دانش‌آموز کمک کنند گرچه دانش‌آموزان اغلب وبلاگ‌نویسی خود را با گرامر و املای درهم و برهم آغاز می‌کنند حضور مخاطب عموما در این موضوع تغییر ایجاد می‌کند,6.79112695699996,0.3290274688468973,ok,
1990,14157794184766491008.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/14157794184766491008.wav,MALE,20.4,وبلاگ‌ها همچنین می‌توانند به پیشرفت مهارت نوشتن دانش‌آموز کمک کنند. گرچه دانش‌آموزان اغلب وبلاگ‌نویسی خود را با گرامر و املای درهم و برهم آغاز می‌کنند، حضور مخاطب عموماً در این موضوع تغییر ایجاد می‌کند.,وبلاگ‌ها همچنین می‌توانند به پیشرفت مهارت نوشتن دانش‌آموز کمک کنند گرچه دانش‌آموزان اغلب وبلاگ‌نویسی خود را با گرامر و املای درهم و برهم آغاز می‌کنند حضور مخاطب عموماً در این موضوع تغییر ایجاد می‌کند,وبلاگ‌ها همچنین می‌توانند به پیشرفت مهارت نوشتن دانش‌آموز کمک کنند گرچه دانش‌آموزان اغلب وبلاگ‌نویسی خود را با گرامر و املای درهم و برهم آغاز می‌کنند حضور مخاطب عموما در این موضوع تغییر ایجاد می‌کند,5.192795642999954,0.25454880602940955,ok,
1990,3064895603802365988.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/3064895603802365988.wav,MALE,22.92,وبلاگ‌ها همچنین می‌توانند به پیشرفت مهارت نوشتن دانش‌آموز کمک کنند. گرچه دانش‌آموزان اغلب وبلاگ‌نویسی خود را با گرامر و املای درهم و برهم آغاز می‌کنند، حضور مخاطب عموماً در این موضوع تغییر ایجاد می‌کند.,وبلاگ‌ها همچنین می‌توانند به پیشرفت مهارت نوشتن دانش‌آموز کمک کنند گرچه دانش‌آموزان اغلب وبلاگ‌نویسی خود را با گرامر و املای درهم و برهم آغاز می‌کنند حضور مخاطب عموماً در این موضوع تغییر ایجاد می‌کند,وبلاگ‌ها همچنین می‌توانند به پیشرفت مهارت نوشتن دانش‌آموز کمک کنند گرچه دانش آموزان اغلب وبلاگ وبلاگنویسی خود را با گرامر و املای درهم و برهمه آغاز می‌کنند حضور مخاطب عموما در این موضوع تغییر ایجاد می‌کند مت,6.610325342999886,0.288408610078529,ok,
1923,14461693905805186251.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/14461693905805186251.wav,MALE,25.02,گرچه این محاصره در کل قوانین بین‌المللی که در دو قرن گذشته توسط چندین توافقنامه بین‌المللی پذیرفته شده بود را نقض می‌کرد، اما ثابت شد که قطع منابع حیاتی نظامی و غیرنظامی، یک استراتژی اثربخش بوده است.,گرچه این محاصره در کل قوانین بین‌المللی که در دو قرن گذشته توسط چندین توافقنامه بین‌المللی پذیرفته شده بود را نقض می‌کرد اما ثابت شد که قطع منابع حیاتی نظامی و غیرنظامی یک استراتژی اثربخش بوده است,گرچه این محاصره در کل در کل قوانین بین‏المللی که در دو قرن گذشته توسط چندین توافقنامه بین‌المللی پذیرفته‌شده بود را نقض می‌کرد اما ثابت شد که قطع منابع حیاتی نظامی و غیرنظامی یک استراتژی اثربخش بوده است,5.789550875000032,0.23139691746602845,ok,
1923,16899855698602897552.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/16899855698602897552.wav,MALE,20.94,گرچه این محاصره در کل قوانین بین‌المللی که در دو قرن گذشته توسط چندین توافقنامه بین‌المللی پذیرفته شده بود را نقض می‌کرد، اما ثابت شد که قطع منابع حیاتی نظامی و غیرنظامی، یک استراتژی اثربخش بوده است.,گرچه این محاصره در کل قوانین بین‌المللی که در دو قرن گذشته توسط چندین توافقنامه بین‌المللی پذیرفته شده بود را نقض می‌کرد اما ثابت شد که قطع منابع حیاتی نظامی و غیرنظامی یک استراتژی اثربخش بوده است,در طی محاصره در کل قوانین بین‏المللی که در دو قرن گذشته توسط چندین توافقنامه بین‌المللی پذیرفته‌شده بود را لغو می‌کرد اما ثابت شد که قطع منابع حیاتی نظامی و غیر نظامی یک استراتژی اثربخش بوده است,6.21594492700001,0.2968455074976127,ok,
1926,15543386164339151018.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/15543386164339151018.wav,MALE,11.94,نظرات ارسطو در مورد همه مسائل علمی، از جمله روانشناسی پذیرفته شد.,نظرات ارسطو در مورد همه مسائل علمی از جمله روانشناسی پذیرفته شد,نظرات ارسطو در مورد همه‌ی مسائل علمی از جمله روانشناسی پذیرفته شد,2.7731857420001234,0.2322601123953202,ok,
1926,6786207384302261057.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/6786207384302261057.wav,MALE,9.84,نظرات ارسطو در مورد همه مسائل علمی، از جمله روانشناسی پذیرفته شد.,نظرات ارسطو در مورد همه مسائل علمی از جمله روانشناسی پذیرفته شد,نظرات ارسطو در مورد همه مسائل علمی از جمله روانشناسی پذیرفته شد,2.413336407000088,0.24525776493903334,ok,
1926,12217358688659854513.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/12217358688659854513.wav,MALE,12.18,نظرات ارسطو در مورد همه مسائل علمی، از جمله روانشناسی پذیرفته شد.,نظرات ارسطو در مورد همه مسائل علمی از جمله روانشناسی پذیرفته شد,نظرات ارسطو در در مورد همه مسائل علمی از جمله روانشناسی پذیرفته شد,3.368982778999907,0.276599571346462,ok,
1964,3621461470014954278.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/3621461470014954278.wav,MALE,13.8,پهنه دانلاپ 25 هنوز وجود دارد و قدیمی‌ترین نسخه‌های بازمانده از این سند است. نسخه دست‌نویس اصلی باقی نمانده است.,پهنه دانلاپ ۲۵ هنوز وجود دارد و قدیمی‌ترین نسخه‌های بازمانده از این سند است نسخه دست‌نویس اصلی باقی نمانده است,پهنه‌ی دانمارک به بیست و پنج هنوز وجود دارد و قدیمی‌ترین نسخه‌های بازمانده از این سند است نسخه دست‌نویس اصلی باقی نمانده است,4.958687082000097,0.35932515086957223,ok,
1964,536401129188600788.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/536401129188600788.wav,MALE,15.18,پهنه دانلاپ 25 هنوز وجود دارد و قدیمی‌ترین نسخه‌های بازمانده از این سند است. نسخه دست‌نویس اصلی باقی نمانده است.,پهنه دانلاپ ۲۵ هنوز وجود دارد و قدیمی‌ترین نسخه‌های بازمانده از این سند است نسخه دست‌نویس اصلی باقی نمانده است,پهنه دانلود آب بیست‌وپنج هنوز وجود دارد و قدیمی‌ترین نسخه‌های بازمانده از این سند است نسخه دست‌نویس اصلی باقی نمانده است,4.059724027999891,0.2674390005270021,ok,
1964,17274076282897668172.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/17274076282897668172.wav,MALE,15.78,پهنه دانلاپ 25 هنوز وجود دارد و قدیمی‌ترین نسخه‌های بازمانده از این سند است. نسخه دست‌نویس اصلی باقی نمانده است.,پهنه دانلاپ ۲۵ هنوز وجود دارد و قدیمی‌ترین نسخه‌های بازمانده از این سند است نسخه دست‌نویس اصلی باقی نمانده است,پهنه دانلپ بیست‌وپنج هنوز وجود دارد و قدیمی‌ترین نسخه‌های بازمانده از این سند است نسخه دست‌نویس اصلی باقی نمانده است,3.529219830000102,0.2236514467680673,ok,
1892,3320641806390012582.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/3320641806390012582.wav,MALE,18.42,اینجا مکانی است که استعمارگران انگلیسی آن را برای خود تصرف کردند، پس اگر به دنبال شواهدی از گذشته استعماری این سرزمین هستید، این مکان خوبی برای شروع کار است.,اینجا مکانی است که استعمارگران انگلیسی آن را برای خود تصرف کردند پس اگر به دنبال شواهدی از گذشته استعماری این سرزمین هستید این مکان خوبی برای شروع کار است,اینجا مکانی است که استعمارگران انگلیسی آن را برای خود تصرف کرده‌اند پس اگر به دنبال شواهدی از گذشته استعماری این سرزمین هستید این مکان مکان خوبی برای شروع است,5.407752604000052,0.2935804888165066,ok,
1892,11182929400495354002.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/11182929400495354002.wav,MALE,11.88,اینجا مکانی است که استعمارگران انگلیسی آن را برای خود تصرف کردند، پس اگر به دنبال شواهدی از گذشته استعماری این سرزمین هستید، این مکان خوبی برای شروع کار است.,اینجا مکانی است که استعمارگران انگلیسی آن را برای خود تصرف کردند پس اگر به دنبال شواهدی از گذشته استعماری این سرزمین هستید این مکان خوبی برای شروع کار است,اینجا مکانی است که استعمارگران انگلیسی آن را برای خود تصرف کردم پس اگر به دنبال شواهدی از گذشته میدونم,4.544722703999923,0.3825524161616097,ok,
1892,14836135224281586542.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/14836135224281586542.wav,MALE,16.92,اینجا مکانی است که استعمارگران انگلیسی آن را برای خود تصرف کردند، پس اگر به دنبال شواهدی از گذشته استعماری این سرزمین هستید، این مکان خوبی برای شروع کار است.,اینجا مکانی است که استعمارگران انگلیسی آن را برای خود تصرف کردند پس اگر به دنبال شواهدی از گذشته استعماری این سرزمین هستید این مکان خوبی برای شروع کار است,اینجا مکانی است که استعمارگران انگلیسی آنرا برای خود تصرف کرده‌اند پس اگر به دنبال شواهدی از گذشته استعماری این سرزمین هستیم این مکان خوبی برای شروع کاره است,3.738110732999985,0.22092853031914803,ok,
1687,14219434519678057054.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/14219434519678057054.wav,MALE,13.92,تفکیک و ترکیب مجدد اختلاف بین دو استخر با هر نسل را به سمت جلو و عقب بر می‌زند.,تفکیک و ترکیب مجدد اختلاف بین دو استخر با هر نسل را به سمت جلو و عقب بر می‌زند,تفکیک و ترکیب مجدد اختلاف بین دو استخر با هر نسل را به سمت جلو و عقب بر می‌زند,4.059363983999901,0.29162097586206187,ok,
1687,14281000929507448782.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/14281000929507448782.wav,MALE,11.7,تفکیک و ترکیب مجدد اختلاف بین دو استخر با هر نسل را به سمت جلو و عقب بر می‌زند.,تفکیک و ترکیب مجدد اختلاف بین دو استخر با هر نسل را به سمت جلو و عقب بر می‌زند,تفکیک و ترکیب مجدد اختلاف بین دو استخر با هر نسل را به سمت جلو و عقب برق می‌زند,3.96437190000006,0.3388352051282103,ok,
1687,3520404388545337062.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/3520404388545337062.wav,MALE,12.48,تفکیک و ترکیب مجدد اختلاف بین دو استخر با هر نسل را به سمت جلو و عقب بر می‌زند.,تفکیک و ترکیب مجدد اختلاف بین دو استخر با هر نسل را به سمت جلو و عقب بر می‌زند,تفکیک و ترکیب مجدد اختلاف بین دو استخر با هر نسل را به سمت جلو و عقب بر می‌زند,3.3841059619999214,0.27116233669871165,ok,
1905,552392292676989874.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/552392292676989874.wav,MALE,14.16,پایتخت مولداوی کیشیناو است. زبان محلی آن رومانیایی است، اما زبان روسی به طور گسترده در آن مورد استفاده قرار می گیرد.,پایتخت مولداوی کیشیناو است زبان محلی آن رومانیایی است اما زبان روسی به طور گسترده در آن مورد استفاده قرار می گیرد,پایتخت مولداوی کیشیناو است زبان محلی آن رومانیایی است اما زبان روسی به طور گسترده در آن مورد استفاده قرار می‌گیرد,3.8313549459999194,0.270575914265531,ok,
1905,15403706170749831559.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/15403706170749831559.wav,MALE,12.48,پایتخت مولداوی کیشیناو است. زبان محلی آن رومانیایی است، اما زبان روسی به طور گسترده در آن مورد استفاده قرار می گیرد.,پایتخت مولداوی کیشیناو است زبان محلی آن رومانیایی است اما زبان روسی به طور گسترده در آن مورد استفاده قرار می گیرد,پایتخت مولداوی کیشیناو است زبان محلی آن رومانیایی است اما زبان روسی به طور گسترده در آن مورد استفاده قرار می‌گیرد,3.740371193000101,0.2997092302083414,ok,
1905,3676977332421757167.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/3676977332421757167.wav,MALE,15.36,پایتخت مولداوی کیشیناو است. زبان محلی آن رومانیایی است، اما زبان روسی به طور گسترده در آن مورد استفاده قرار می گیرد.,پایتخت مولداوی کیشیناو است زبان محلی آن رومانیایی است اما زبان روسی به طور گسترده در آن مورد استفاده قرار می گیرد,پایتخت مولداوی کیشیناو است زبان محلی آن رومانیایی است اما زبان روسی به طور گسترده در آن مورد استفاده قرار می‌گیرد,4.325202145000048,0.28158868131510734,ok,
1702,9961503230555554236.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/9961503230555554236.wav,MALE,13.68,تنها در عرض دو هفته، آمریکایی‌ها و نیروهای فرانسه آزاد موفق شدند جنوب فرانسه را آزاد کرده و به سمت آلمان تغییر مسیر دهند.,تنها در عرض دو هفته آمریکایی‌ها و نیروهای فرانسه آزاد موفق شدند جنوب فرانسه را آزاد کرده و به سمت آلمان تغییر مسیر دهند,تنها در عرض دو هفته آمریکایی‌ها و نیروهای فرانسه آزاد موفق شده‌اند جنوب فرانسه را آزاد کرده و به سمت آلمان تغییر مسیر دهند,3.520010061999983,0.2573106770467824,ok,
1702,14649705917103261469.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/14649705917103261469.wav,MALE,15.42,تنها در عرض دو هفته، آمریکایی‌ها و نیروهای فرانسه آزاد موفق شدند جنوب فرانسه را آزاد کرده و به سمت آلمان تغییر مسیر دهند.,تنها در عرض دو هفته آمریکایی‌ها و نیروهای فرانسه آزاد موفق شدند جنوب فرانسه را آزاد کرده و به سمت آلمان تغییر مسیر دهند,تنها در عرض دو هفته آمریکایی‌ها و نیروهای فرانسه آزاد موفق شدند جنوب فرانسه را آزاد کرده و به سمت آلمان تغییر مسیر دهند,3.5941431629998988,0.23308321420232805,ok,
1845,14767299489391426942.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/14767299489391426942.wav,MALE,14.64,در یک واگن، آنها درحالیکه توسط جمعی از مردم که با فریاد پادشاه و ملکه را تهدید می‌کردند احاطه شده بودند به پاریس بازگشتند.,در یک واگن آنها درحالیکه توسط جمعی از مردم که با فریاد پادشاه و ملکه را تهدید می‌کردند احاطه شده بودند به پاریس بازگشتند,در یک واگن آنها در حالیکه توسط جمعی از مردم که با فریاد پادشاه و ملکه را تهدید می‌کردند احاطه شده بودند به پاریس باز گشته‌اند,4.751077180000038,0.3245271297814234,ok,
1845,14758942902638418078.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/14758942902638418078.wav,MALE,12.66,در یک واگن، آنها درحالیکه توسط جمعی از مردم که با فریاد پادشاه و ملکه را تهدید می‌کردند احاطه شده بودند به پاریس بازگشتند.,در یک واگن آنها درحالیکه توسط جمعی از مردم که با فریاد پادشاه و ملکه را تهدید می‌کردند احاطه شده بودند به پاریس بازگشتند,در یک واگن آنها در که توسط جمعی از مردم که با فریاد پادشاه و ملکه را تهدید می‌کردند احاطه شده بودند به پاریس بازگشته‌اند,3.304392499999949,0.2610104660347511,ok,
1832,12645165184862900089.wav,/content/drive/MyDrive/persian_asr_llm_error_propagation/data/test_audio/test/12645165184862900089.wav,MALE,22.26,ورزش‌های رایج شامل فوتبال، بسکتبال، والیبال، واترپلو، شمشیربازی، راگبی، دوچرخه سواری، ‌هاکی روی یخ،‌ رولر هاکی و مسابقات اتومبیلرانی F1 است.,ورزش‌های رایج شامل فوتبال بسکتبال والیبال واترپلو شمشیربازی راگبی دوچرخه سواری ‌هاکی روی یخ رولر هاکی و مسابقات اتومبیلرانی f۱ است,ورزش‌های راجع ورزشهای رایج شامل فوتبال بسکتبال والیبال واترپلو شمشیربازی راگبی دوچرخه‌سواری هاکی روی یخ رولر‌ها کی و مسابقات اتومبیل و اتومبیلرانی عرفان است,5.382239333999905,0.2417897274932572,ok,
